PackageID,PackagePoint X,PackagePoint Y,Delayed,Delivery Time,End X,End Y
p_it170_0,25,25,False,,1,10
p_it172_0,25,25,False,,10,1
p_it174_0,25,25,False,,49,10
p_it176_0,25,25,False,,49,49
p_it178_0,25,25,False,,10,1
p_it180_0,25,25,False,,1,10
p_it182_0,25,25,False,,20,49
p_it184_0,25,25,False,,49,49
p_it186_0,25,25,False,,29,1
p_it188_0,25,25,False,,1,20
p_it190_0,25,25,False,,1,10
p_it192_0,25,25,False,,1,20
p_it194_0,25,25,False,,49,49
p_it196_0,25,25,False,,49,49
p_it198_0,25,25,False,,29,49
p_it200_0,25,25,False,,1,20
p_it202_0,25,25,False,,1,10
p_it204_0,25,25,False,,1,29
p_it206_0,25,25,False,,39,49
p_it208_0,25,25,False,,49,49
p_it210_0,25,25,False,,10,49
p_it212_0,25,25,False,,1,20
p_it214_0,25,25,False,,1,1
p_it216_0,25,25,False,,29,1
p_it218_0,25,25,False,,1,49
p_it220_0,25,25,False,,1,20
p_it222_0,25,25,False,,1,29
p_it224_0,25,25,False,,49,39
p_it226_0,25,25,False,,49,20
p_it228_0,25,25,False,,1,39
p_it230_0,25,25,False,,29,1
p_it232_0,25,25,False,,10,49
p_it234_0,25,25,False,,20,49
p_it236_0,25,25,False,,29,49
p_it238_0,25,25,False,,20,49
p_it240_0,25,25,False,,1,49
p_it242_0,25,25,False,,49,1
p_it244_0,25,25,False,,1,39
p_it246_0,25,25,False,,1,49
p_it248_0,25,25,False,,29,1
p_it250_0,25,25,False,,39,49
p_it252_0,25,25,False,,49,1
p_it254_0,25,25,False,,1,10
p_it256_0,25,25,False,,49,10
p_it258_0,25,25,False,,29,49
p_it260_0,25,25,False,,20,1
p_it262_0,25,25,False,,49,1
p_it264_0,25,25,False,,29,1
p_it266_0,25,25,False,,49,1
p_it268_0,25,25,False,,20,1
p_it270_0,25,25,False,,20,1
p_it272_0,25,25,False,,1,20
p_it274_0,25,25,False,,20,1
p_it276_0,25,25,False,,29,1
p_it278_0,25,25,False,,49,1
p_it280_0,25,25,False,,10,1
p_it282_0,25,25,False,,49,10
p_it284_0,25,25,False,,20,1
p_it286_0,25,25,False,,10,1
p_it288_0,25,25,False,,49,10
p_it290_0,25,25,False,,39,1
p_it292_0,25,25,False,,29,1
p_it294_0,25,25,False,,1,20
p_it296_0,25,25,False,,10,1
p_it298_0,25,25,False,,1,29
p_it300_0,25,25,False,,10,1
p_it302_0,25,25,False,,49,1
p_it304_0,25,25,False,,20,49
p_it306_0,25,25,False,,1,1
p_it308_0,25,25,False,,49,29
p_it310_0,25,25,False,,49,20
p_it312_0,25,25,False,,20,49
p_it314_0,25,25,False,,39,49
p_it316_0,25,25,False,,49,39
p_it318_0,25,25,False,,49,1
p_it320_0,25,25,False,,10,49
p_it322_0,25,25,False,,1,10
p_it324_0,25,25,False,,49,20
p_it326_0,25,25,False,,49,29
p_it328_0,25,25,False,,1,49
p_it330_0,25,25,False,,49,10
p_it332_0,25,25,False,,10,1
p_it334_0,25,25,False,,39,1
p_it336_0,25,25,False,,49,10
p_it338_0,25,25,False,,10,49
p_it340_0,25,25,False,,29,49
p_it342_0,25,25,False,,29,49
p_it344_0,25,25,False,,1,39
p_it346_0,25,25,False,,1,29
p_it348_0,25,25,False,,1,1
p_it350_0,25,25,False,,49,29
p_it352_0,25,25,False,,49,29
p_it354_0,25,25,False,,49,29
p_it356_0,25,25,False,,49,10
p_it358_0,25,25,False,,29,1
p_it360_0,25,25,False,,49,39
p_it362_0,25,25,False,,49,39
p_it364_0,25,25,False,,1,1
p_it366_0,25,25,False,,49,20
p_it368_0,25,25,False,,49,20
p_it370_0,25,25,False,,29,1
p_it372_0,25,25,False,,1,49
p_it374_0,25,25,False,,49,10
p_it376_0,25,25,False,,1,49
p_it378_0,25,25,False,,10,49
p_it380_0,25,25,False,,49,39
p_it382_0,25,25,False,,49,10
p_it384_0,25,25,False,,1,1
p_it386_0,25,25,False,,29,49
p_it388_0,25,25,False,,1,49
p_it390_0,25,25,False,,1,49
p_it392_0,25,25,False,,49,29
p_it394_0,25,25,False,,20,1
p_it396_0,25,25,False,,49,20
p_it398_0,25,25,False,,10,1
p_it400_0,25,25,False,,39,49
p_it402_0,25,25,False,,29,1
p_it404_0,25,25,False,,1,29
p_it406_0,25,25,False,,49,1
p_it408_0,25,25,False,,20,49
p_it410_0,25,25,False,,1,29
p_it412_0,25,25,False,,1,49
p_it414_0,25,25,False,,29,49
p_it416_0,25,25,False,,39,49
p_it418_0,25,25,False,,1,39
p_it420_0,25,25,False,,49,29
p_it422_0,25,25,False,,29,1
p_it424_0,25,25,False,,39,1
p_it426_0,25,25,False,,1,20
p_it428_0,25,25,False,,39,49
p_it430_0,25,25,False,,1,39
p_it432_0,25,25,False,,10,1
p_it434_0,25,25,False,,20,1
p_it436_0,25,25,False,,1,29
p_it438_0,25,25,False,,1,10
p_it440_0,25,25,False,,39,1
p_it442_0,25,25,False,,1,20
p_it444_0,25,25,False,,20,1
p_it446_0,25,25,False,,1,10
p_it448_0,25,25,False,,1,1
p_it450_0,25,25,False,,1,49
p_it452_0,25,25,False,,1,49
p_it454_0,25,25,False,,29,49
p_it456_0,25,25,False,,49,10
p_it458_0,25,25,False,,20,1
p_it460_0,25,25,False,,1,20
p_it462_0,25,25,False,,29,49
p_it464_0,25,25,False,,49,49
p_it466_0,25,25,False,,49,20
p_it468_0,25,25,False,,1,39
p_it470_0,25,25,False,,1,29
p_it472_0,25,25,False,,39,49
p_it474_0,25,25,False,,49,1
p_it476_0,25,25,False,,39,49
p_it478_0,25,25,False,,49,1
p_it480_0,25,25,False,,49,49
p_it482_0,25,25,False,,49,29
p_it484_0,25,25,False,,29,1
p_it486_0,25,25,False,,10,49
p_it488_0,25,25,False,,49,20
p_it490_0,25,25,False,,1,1
p_it492_0,25,25,False,,29,1
p_it494_0,25,25,False,,39,1
p_it496_0,25,25,False,,29,49
p_it498_0,25,25,False,,10,49
p_it500_0,25,25,False,,1,10
